publish_date,headline,description
3/13/20,Bayer Advances Toward Resolving Roundup Litigation,Tentative agreement is reached with six law firms in case involving herbicide and cancer claims 
3/13/20,Florida Legislature Passes Weakened E-Verify Bill,"Advocates for less immigration criticize bill’s weakened enforcement, while businesses worry about cost "
3/13/20,Pentagon Seeks to Pause Court Proceedings for Troubled JEDI Cloud Project,"The Department of Defense awarded a contract worth up to $10 billion over a decade, to Microsoft Corp., triggering a lawsuit by rival bidder Amazon.com "
3/13/20,East vs. West: Coronavirus Fight Tests Divergent Strategies,"South Korea, Italy apply different policies, informed by cultural traditions and yielding contrasting results "
3/13/20,24 Hours in New York: Photos as Coronavirus Dims the Lights on Manhattan,Restrictions on large gatherings went into effect at 5 p.m. on Thursday
3/13/20,"For Math Fans, Nothing Can Spoil Pi Day—Except Maybe Tau Day","Tomorrow, March 14, is a national holiday. Some number nerds think people should be celebrating Tau Day instead; ‘geekier version of pi’"
3/13/20,"U.S., Europe Scramble to Respond to Virus; Trump Considering Declaration","Number of coronavirus cases world-wide top 137,000; U.S. has 1,701 confirmed cases "
3/13/20,Diary of a Crazy Week in the Markets,"‘It’s going to be tough out there’: veteran traders, bankers and investors just tried to survive as Wall Street’s great bull run ended "
3/13/20,Stocks Are in Chaos. Control the One Thing You Can.,"Whether the market goes up or down from here, it’s time for an honest assessment about what you can do to minimize your regrets"
3/13/20,A Guarded Generation: How Millennials View Money and Investing,
3/13/20,‘My First Apartment Was So Small That...’,Design pros from all over the country fondly complete that sentence—summoning memories of desperately storing clothes in their ovens and skeptical parents
3/14/20,Biden Wins Support of the National Education Association,The largest labor union in the U.S. is recommending the former vice president in the Democratic primaries
3/14/20,China’s Markets Still Aren’t Immune to the Coronavirus,It is premature to assume that the country where the current pandemic is believed to have originated is now a haven in the storm 
3/14/20,U.S. Suspends Truck-Driving Limits to Speed Coronavirus Shipments,The move comes as hospitals report shortages and retailers and manufacturers strain under surging demand
3/14/20,The Viruses That Shaped Our DNA,Many of the traits that make these ultimate parasites so effective at transmitting diseases like Covid-19 also make them an essential part of our own genetic makeup
3/14/20,Coronavirus Forces Families to Rip Up Spring Travel Plans,"Many people are nixing travel and staying home, or grasping for alternate journeys that might feel safer "
3/14/20,Trump Administration Expands Europe Travel Ban to U.K. and Ireland as Spain Goes Under Lockdown,"Nations world-wide step up border controls and restrictions on movement, seeking to slow pandemic"
3/14/20,"Iraq Base Housing American Troops Hit by New Strike, Sustaining Tensions",Attack follows U.S. strike on Iran-backed militia
3/14/20,Car-Crash Mystery: Why Can’t Drivers Figure Out Roundabouts?,"The two-lane circles lead to fewer fatalities and injuries, but more fender-benders "
3/14/20,Elections in Four States Set for Tuesday Despite Coronavirus,"Officials in Arizona, Florida, Ohio and Illinois assure voters they will be safe"
3/14/20,Countries Close National Borders as Coronavirus Spreads,"Nations around the world ratcheted up border controls and restrictions on movement, seeking to slow the pandemic"
3/14/20,Trump Expands Europe Travel Ban to U.K. and Ireland as Countries Take More Aggressive Measures,"Nations around the world ratcheted up border controls and restrictions on movement, seeking to slow the pandemic"
3/14/20,Covid-19 was a Leadership Test. It Came Back Negative.,One lesson from the coronavirus is that we need leaders who prevent crises more than we need managers who scramble to handle them.
3/14/20,Why Supercars Are Doing Away with Windshields,McLaren is experimenting with an air-management system that replaces a windscreen—creating a serene bubble of protection from the elements as you speed along. Dan Neil test-drives the new tech
3/14/20,Democrats Sharpen Criticism of Trump’s Health-Care Policy in Coronavirus Pandemic,Trump administration’s changes to Affordable Care Act are targets on campaign trail and in political ads 
3/14/20,What to Watch in Sunday’s Democratic Presidential Debate,"Biden-Sanders match-up, first one-on-one debate of 2020 race, comes amid coronavirus crisis"
3/14/20,"Sports, Retailers, Airlines, Autos: the Damage Across Business",The coronavirus pandemic now sweeping across the country is also roiling every corner of the U.S. economy 
3/14/20,What’s Quarantined Life Like? China’s Nationwide Hibernation Offers a Hint,"After weeks cooped up in their homes under coronavirus measures, hundreds of millions have settled into their sequestered lives"
3/14/20,The Flower Bulbs Gardeners Are Desperate to Buy,"The mania for fragrant, delicate snowdrops is not as frenzied as Dutch tulip fever of the 1600s, but an obsession is blooming stateside"
3/14/20,Jane Sanders Vows to Push Progressive Ideas ‘No Matter Who Is Elected’,"Bernie Sanders’s wife and political adviser says if he is not the Democratic nominee, she wants to help pull the party to the left "
3/14/20,Our Market Reporters Answer Questions From People in Their Lives,"If you haven’t been tuning into market news, there’s no time like the coronavirus crisis to start"
3/14/20,"Biden, Coronavirus Produce a Week of Dramatic Changes","American politics is shifting at warp speed, making assumptions dangerous "
3/14/20,Morgan Stanley Capital Partners to Sell Vet Hospital Business,"Deal marks the latest private-equity investment in the pet-care industry, an increasingly popular sector among private investors"
3/14/20,"Great Leaders Are Killjoys, Nags or Neurotics—Until There’s a Pandemic",One lesson from Covid-19 is that we need leaders who prevent crises more than we need managers who scramble to handle them.
3/15/20,South Korea Rations Face Masks in Coronavirus Fight,"Focus on masks shows how some Asian nations’ efforts differ from those of U.S. and Europe, but citizens struggle to get fresh ones"
3/15/20,Please Stay Home. Talk to Your Pets.,The coronavirus is pushing Americans to self-quarantine at home. Let’s do this together.
3/15/20,Olympic Training Under Lockdown: ‘A Duty to Stay Home’,"In Italy, athletes practice in isolation for Games that might not happen. U.S. Olympians are next."
3/15/20,"Fliers Returning From Abroad Face Long, Crowded Lines at Airports","Coronavirus-related travel restrictions, fears over canceled flights cut trips short "
3/15/20,Fashion Is in Fashion on Streaming Services,"In a bid for new audiences, Netflix, Amazon and the new Quibi are teaming up with celebrities like Alexander Wang and Naomi Campbell"
3/15/20,New York City Schools to Close Over Coronavirus,Largest public school system in the country taking step to stem spread of novel coronavirus
3/15/20,Biden-Sanders Debate to See Candidates Go Toe-to-Toe on Key Issues,"The Vermont senator plans to challenge the former vice president on health care, student loan debt and more in their first face-to-face meeting"
3/15/20,Fed Slashes Rates to Fight Coronavirus Slowdown,"Bank also will purchase $500 billion in Treasury securities, $200 billion in mortgage-backed securities"
3/15/20,"A Smaller, More Powerful Battery Begins to Charge Devices",Eventual goal is to get solid-state batteries into smartphones and electric vehicles 
3/15/20,"Jack Dorsey’s Push to Clean Up Twitter Stalls, Researchers Say","Company blames employee turnover, shifting priorities for delays; ‘It’s disappointing,’ academic says "
3/15/20,What Philip Roth Told David Simon About ‘The Plot Against America’,"‘It’s your problem now,’ for one. The miniseries, based on the bestselling book that reimagines American history, debuts Monday night."
3/15/20,Israel Postpones Netanyahu Trial as It Steps Up Coronavirus Fight,"With courts in a state of emergency, Prime Minister Benjamin Netanyahu’s corruption trial is moved to May"
3/15/20,"Italians, Under Coronavirus Lockdown, Keep Their Spirits Up With Singing and Cooking","Quarantined nation turns to songs, ‘balcony parties’ and elaborate meals to boost morale"
3/15/20,Coronavirus Social-Distancing Forces Painful Choices on Small Businesses,"Confidence plunged to near seven-year lows in March; ‘like 9/11, Katrina and the financial crisis all in one’ "
3/15/20,U.S.-China Trade Disarray Sounds Like an Opportunity for Mexico—But It Isn’t Working Out That Way,Mexico’s increasing violence and economic conditions work against U.S. direct investment there
3/15/20,Fauci Urges Americans to Stay Home Amid Coronavirus,Dr. Anthony Fauci says people should ‘hunker down’ and added that the nation’s ability to test people exhibiting symptoms is improving
3/15/20,"Saudi Aramco Cuts Spending, Hikes Dividend Amid Price War",The world’s most valuable oil company sees profits fall amid lower prices and reduced production
3/15/20,Fashion Is in Fashion at the TV Streaming Services,"In a bid for new audiences, Netflix, Amazon and the new Quibi are teaming up with celebrities like Alexander Wang and Naomi Campbell"
3/15/20,"In Market Rout, ETFs Are Where the Action Is","In the first week of March, exchange-traded products powered more than a third of equities trading on U.S. exchanges"
3/15/20,Top Health Official Urges Americans to Stay Home Amid Coronavirus,Dr. Anthony Fauci says people should ‘hunker down’ and added that the nation’s ability to test people exhibiting symptoms is improving
3/15/20,Blue and White Leader Gantz to Get First Shot at Forming Israeli Government,"The development is a blow to Prime Minister Benjamin Netanyahu, who is seeking to hold on to Israel’s top office while facing charges of corruption"
