publish_date,headline,description
2020-03-12,"Two Democrats, Altered Fortunes, Empty Stands: Dynamics Shift in 11th Debate",Scaled-down televised event comes after Biden dominated nominating contests over past two weeks 
2020-03-12,Whitney MacMillan Transformed Cargill Into a Global Food Giant,"CEO expanded firm with mills and plants in South America, Europe and Asia"
2020-03-12,‘Never Rarely Sometimes Always’ Review: Life or Death in Few Words,Two young women from rural Pennsylvania travel to New York to terminate an unexpected pregnancy.
2020-03-12,UPS Replaces CEO David Abney With Board Member,Carol Tomé will be the first outsider to run the package giant and will take over as CEO on June 1 
2020-03-12,Fans Were Barred From a Paris Saint Germain Game. They Showed Up Anyway.,The French government has a plan to curb mass gatherings but thousands of PSG fans gathered outside the Parc des Princes for the team’s Champions League match
2020-03-12,Judge Orders Chelsea Manning Released From Jail,She has been held for refusing to testify before a grand jury investigating Julian Assange
2020-03-12,"New York’s Metropolitan Museum to Shut Down, Along with Others, Due to Coronavirus",Institutions say shutdowns are necessary to ensure the health and safety of the public and their staff
2020-03-12,The Coronavirus Stopped Sports. Golf Is Playing Through It.,The Players Championship teed off as planned Thursday following the suspension of the NBA season and unprecedented upheaval in the sports world
2020-03-12,The Do’s and Don’ts of Handwashing,
2020-03-12,Germany Labels Part of Nativist Opposition Party an Extreme-Right Group,"Intelligence agency’s move caps yearlong probe, allows surveillance of some members of AfD party "
2020-03-12,Coronavirus Prep Divides Couples: How Many Cans of Tuna Are Too Many?,"Some people are stocking up on food and supplies, though their spouses may not agree; ‘10,000 rolls of toilet paper’"
2020-03-12,"Juul Co-Founder James Monsees Steps Down From Board, Company Says","James Monsees leaves e-cigarette maker as it faces increasing financial and regulatory pressures arising from increase in teen vaping
		
			"
2020-03-12,FASB Issues More Relief to Help Companies With Libor Transition,The latest guidance allows businesses to preserve hedge accounting when modifying financial contracts 
2020-03-12,"Working Remotely Requires Cultural Change, Executives Say",CEO of totally remote startup GitLab says he is getting questions from customers on how to establish effective work-from-home programs
2020-03-12,Musk’s SpaceX Looking to Compete for $16 Billion in Federal Broadband Subsidies,Competitors complain company’s satellite-based technology is unproven
2020-03-12,Trump’s Coronavirus Travel Ban Deepens Tensions With European Allies,EU capitals complain about lack of notice and coordination in dealing with a global health problem 
2020-03-12,U.S. Stock Rout Deepens in Broad Shift to Safety,"Stocks have resumed fall after a 7% drop in S&P, Dow earlier briefly halted trading"
2020-03-12,Companies Weigh Currency-Hedging Strategies Amid Coronavirus Market Turmoil,The pandemic has put finance chiefs’ liquidity plans to the test
2020-03-12,Tanker Freight Rates Surge As Crude Price War Takes Hold,"After boosting its oil output, Saudi Arabia is lining up vessels to get the crude to market "
2020-03-12,Fans? No Fans? Or Shut It Down? A Surreal NBA Night Shows: This Is Not a Game,"A basketball star tests positive for the coronavirus, and the entire conversation about sporting events changes"
2020-03-12,"Europe Criticizes U.S. Travel Ban;  Carriers, Tour Operators Rush to Respond",Restrictions are a hit to already reeling airline industry
2020-03-12,"MLB, NHL Suspend Play",The moves come following an emergency meeting of the league’s board of governors
2020-03-12,Stocks Plunge Even as Central Banks Step In,"Benchmarks fall more than 7% as S&P, Nasdaq join Dow in bear-market territory"
2020-03-12,Stocks Plunge 10% in Dow’s Worst Day Since 1987,"Benchmarks slide as S&P, Nasdaq join Dow in bear-market territory"
2020-03-12,The Internet Can’t Save Us From Loneliness in Pandemic,
2020-03-12,SoftBank Plans $4.8 Billion Share Buyback Following Pressure From Elliott,The proposed share buyback isn’t as large as the one urged by the activist shareholder
2020-03-12,U.S. Blames Iran-Backed Group for Deadly Rocket Attack in Iraq,"Killing of two U.S. troops, British soldier augurs  more tensions between U.S. and both Baghdad and Tehran"
2020-03-12,ACLU Sues U.S. for Records of Facial-Recognition Use at Airports,The effort marks the latest salvo in a nationwide activist campaign to halt use of the technology 
2020-03-12,"Coronavirus Forces New Travel Curbs, Bans on Large Gatherings","Pathogen has infected more than 127,000 people in 116 countries and regions, killing more than 4,700"
2020-03-12,Oil Markets Point to a Lasting Glut of Crude,A closely watched market indicator shows supply is expected to dwarf demand in the coming months   
2020-03-12,‘The Hunt’ Review: Stalking Satire,Liberal elites pursue right-wingers in a sly gorefest. 
2020-03-12,The Man Behind the Plan to Remake FedEx,"Raj Subramaniam has orchestrated the company’s embrace of online deliveries, capping his rise from marketing analyst to next likely CEO "
2020-03-12,The Coronavirus and Your Job: What the Boss Can—and Can’t—Make You Do,
2020-03-12,Stocks Plunge 10% In Dow’s Worst Day Since 1987,"Benchmarks slide as S&P, Nasdaq join Dow in bear-market territory"
2020-03-12,Toys ‘R’ Us Creditor Trust Sues Former Owners Over Losses,Lawsuit alleges a cozy relationship between former CEO David Brandon and Toys ’R’ Us owner Bain Capital 
2020-03-12,"Despite Its Glitz and Glam, The Hamptons Real-Estate Market is Looking Grim",Wealthy buyers are forgoing the South Fork for less expensive and more laid back second-home locales  like the Hudson Valley and Long Island’s North Fork
2020-03-12,Latest Attack on U.S. Forces in Iraq Could Drag It Back Into Washington’s Tussle With Iran,The killing of two U.S. troops and a British soldier threatens to worsen tensions with both Baghdad and Tehran
2020-03-12,Peregrine Pollen Brought Theatrical Flair to Auctions,"Englishman, aided by macaw, expanded Sotheby’s in U.S. and Latin America "
2020-03-12,NBC and CBS Cancel Their In-Person Upfront Pitches to Advertisers,TV industry’s annual ritual bends to fears over the coronavirus pandemic
2020-03-12,U.S. Hospitals Face Major Challenges as Coronavirus Spreads,"Executives are scrambling for beds and space to put patients if severe cases spike, searching for medical supplies and trying to ensure there are enough doctors and nurses"
2020-03-12,The Simple Secret to Making Button Mushrooms Intensely Delicious,"These days, button mushrooms don’t get the same respect wild varieties do. Learn the lost art of rendering them irresistible in recipes for an easy sauté, a piquant pickle and a profoundly savory pasta"
2020-03-12,The Economic Indicators That Shaped Three Generations,"A look at how the Dow, housing and other indicators fared when baby boomers, Generation X and millennials were coming of age"
2020-03-12,Millennials’ Passions Haven’t Affected How They Invest,
2020-03-12,Companies Walk Fine Line on Employee Data Amid Coronavirus Outbreak,"In Europe and the U.S., businesses are navigating a complex situation: how much information about health, travel do they need from workers?"
2020-03-12,GE Proposes Keeping KPMG as External Auditor,"Larry Culp, General Electric’s chief executive, got 2019 compensation valued at $24.6 million "
2020-03-12,"Slack, Broadcom Among Tech Companies Seeing Mixed Coronavirus Impact","Publishing software provider Adobe cites impact on corporate spending, particularly in areas hit by the pandemic "
2020-03-12,Senate Fails to Approve Renewal of  Domestic-Surveillance Powers,Domestic spying tools now set to expire in three days; two GOP senators clash on Senate floor
2020-03-12,"New York, New Jersey Restrict Size of Public Gatherings Over Coronavirus; Shows Canceled",New York caps gatherings at 500 people; New Jersey at 250
2020-03-12,Disney to Close U.S. and Paris Resorts Temporarily as Coronavirus Spurs Cancellations,Company says no reported cases of disease caused by coronavirus at Disneyland 
2020-03-12,TikTok Owner Taps Two Executives to Run Its China Business,Founder Zhang Yiming will continue to serve as global chief executive of China-based Bytedance 
2020-03-12,Latest Attack on U.S. Forces Could Drag Iraq Back Into Washington’s Tussle With Tehran,Killing of two U.S. troops and a British soldier threatens to worsen tensions with both Baghdad and Tehran
2020-03-12,Broadcom Withdraws Annual Financial Guidance Over Coronavirus Uncertainty,"Chip maker expects revenue of about $5.7 billion in the current quarter, below analysts’ projection"
2020-03-12,Can Women Really Look Like Jennifer Lopez at 50?,"The glorification of super-fit 50-something stars including J. Lo and Jennifer Aniston, as well as a surge in antiaging tech, are putting a formerly sidelined age squarely in the spotlight. But the jury is out on whether ‘the new 50’ is inspirational or unachievable"
2020-03-12,Coronavirus Crushes China Car Sales,"February sales were down 79% from a year earlier, with just 310,000 vehicles sold nationally"
2020-03-12,Judge Nixes New York Law Setting Up Public Campaign-Finance System,Justice wrote that move was an ‘improper and unconstitutional delegation of legislative authority’ 
2020-03-12,Princess Cruises Cancels All Voyages for Two Months,"Two recent trips suffered coronavirus outbreaks, leaving passengers in quarantine"
2020-03-12,"U.S., Allies Strike Iran-Backed Militias in Iraq","Operations, targeting weapons storage facilities, follow the recent killing of two U.S. troops, British soldier"
